,Year,Team 1,Team 1 rank,Team 1 Score,Team 2,Team 2 rank,Team 2 Score,Result,country,world_cup
1923,2016,Australia,3.0,23,South Africa,4.0,17,Australia,Australia,False
1924,2016,New Zealand,1.0,41,South Africa,4.0,13,New Zealand,New Zealand,False
1925,2016,Australia,3.0,36,Argentina,7.0,20,Australia,Australia,False
1926,2016,Argentina,7.0,17,New Zealand,1.0,36,Argentina,Argentina,False
1918,2016,Australia,4.0,8,New Zealand,1.0,42,Australia,Australia,False
1920,2016,Argentina,7.0,26,South Africa,3.0,24,Argentina,Argentina,False
1950,2017,Wales,5.0,16,England,2.0,21,Wales,Wales,False
1988,2017,France,8.0,17,South Africa,5.0,18,France,France,False
1972,2017,Argentina,10.0,23,South Africa,3.0,41,Argentina,Argentina,False
1973,2017,New Zealand,1.0,39,Argentina,10.0,22,New Zealand,New Zealand,False
1974,2017,Australia,5.0,23,South Africa,3.0,23,Draw,Australia,False
1975,2017,Australia,5.0,45,Argentina,10.0,20,Australia,Australia,False
1976,2017,New Zealand,1.0,57,South Africa,3.0,0,New Zealand,New Zealand,False
1977,2017,South Africa,4.0,27,Australia,5.0,27,Draw,South Africa,False
1978,2017,Argentina,10.0,10,New Zealand,1.0,36,Argentina,Argentina,False
1979,2017,Argentina,10.0,20,Australia,3.0,37,Argentina,Argentina,False
1980,2017,South Africa,5.0,24,New Zealand,1.0,25,South Africa,South Africa,False
1987,2017,Italy,13.0,15,Argentina,9.0,31,Italy,Italy,False
1982,2017,Wales,7.0,21,Australia,3.0,29,Wales,Wales,False
1983,2017,Ireland,4.0,38,South Africa,5.0,3,Ireland,Ireland,False
1984,2017,England,2.0,21,Argentina,10.0,8,England,England,False
1985,2017,France,8.0,18,New Zealand,1.0,38,France,France,False
1986,2017,Scotland,6.0,17,New Zealand,1.0,22,Scotland,Scotland,False
1990,2017,Scotland,6.0,53,Australia,4.0,24,Scotland,Scotland,False
1991,2017,Ireland,3.0,28,Argentina,8.0,19,Ireland,Ireland,False
1992,2017,Wales,7.0,18,New Zealand,1.0,33,Wales,Wales,False
1993,2017,Italy,14.0,6,South Africa,5.0,35,Italy,Italy,False
1994,2017,Wales,7.0,24,South Africa,6.0,22,Wales,Wales,False
1989,2017,England,2.0,30,Australia,3.0,6,England,England,False
1971,2017,New Zealand,1.0,35,Australia,5.0,29,New Zealand,New Zealand,False
1970,2017,Australia,5.0,34,New Zealand,1.0,54,Australia,Australia,False
1981,2017,Australia,3.0,23,New Zealand,1.0,18,Australia,Australia,False
1968,2017,Australia,4.0,40,Italy,14.0,27,Australia,Australia,False
1946,2017,Scotland,7.0,27,Ireland,4.0,22,Scotland,Scotland,False
1969,2017,South Africa,4.0,37,Argentina,10.0,15,South Africa,South Africa,False
1947,2017,England,2.0,19,France,8.0,16,England,England,False
1948,2017,Italy,13.0,7,Wales,5.0,33,Italy,Italy,False
1949,2017,Italy,14.0,10,Ireland,4.0,63,Italy,Italy,False
1951,2017,France,7.0,22,Scotland,8.0,16,France,France,False
1953,2017,Scotland,5.0,29,Wales,7.0,13,Scotland,Scotland,False
1954,2017,England,2.0,36,Italy,14.0,15,England,England,False
1955,2017,Wales,6.0,22,Ireland,4.0,9,Wales,Wales,False
1956,2017,England,2.0,61,Scotland,5.0,21,England,England,False
1952,2017,Ireland,4.0,19,France,8.0,9,Ireland,Ireland,False
1958,2017,Scotland,5.0,29,Italy,15.0,0,Scotland,Scotland,False
1959,2017,France,6.0,20,Wales,8.0,18,France,France,False
1960,2017,Ireland,4.0,13,England,2.0,9,Ireland,Ireland,False
1961,2017,Argentina,9.0,34,England,2.0,38,Argentina,Argentina,False
1962,2017,Italy,15.0,13,Scotland,6.0,34,Italy,Singapore,False
1963,2017,South Africa,5.0,37,France,8.0,14,South Africa,South Africa,False
1964,2017,Argentina,9.0,25,England,2.0,35,Argentina,Argentina,False
1965,2017,Australia,4.0,19,Scotland,5.0,24,Australia,Australia,False
1957,2017,Italy,15.0,18,France,8.0,40,Italy,Italy,False
1966,2017,South Africa,6.0,37,France,8.0,15,South Africa,South Africa,False
1967,2017,South Africa,5.0,35,France,8.0,12,South Africa,South Africa,False
2009,2018,England,3.0,15,Ireland,2.0,24,England,England,False
2010,2018,South Africa,7.0,20,Wales,5.0,22,South Africa,United States,False
2011,2018,New Zealand,1.0,52,France,8.0,11,New Zealand,New Zealand,False
2012,2018,Australia,3.0,18,Ireland,2.0,9,Australia,Australia,False
2016,2018,New Zealand,1.0,26,France,8.0,13,New Zealand,New Zealand,False
2014,2018,South Africa,7.0,42,England,4.0,39,South Africa,South Africa,False
2015,2018,Australia,4.0,21,Ireland,2.0,26,Australia,Australia,False
2017,2018,Argentina,10.0,12,Wales,3.0,30,Argentina,Argentina,False
2008,2018,Wales,7.0,14,France,8.0,13,Wales,Wales,False
2013,2018,Argentina,10.0,10,Wales,5.0,23,Argentina,Argentina,False
2007,2018,Italy,14.0,27,Scotland,5.0,29,Italy,Italy,False
1997,2018,Italy,14.0,15,England,2.0,46,Italy,Italy,False
2005,2018,France,8.0,22,England,3.0,16,France,France,False
2004,2018,Ireland,2.0,28,Scotland,6.0,8,Ireland,Ireland,False
2003,2018,Scotland,5.0,25,England,2.0,13,Scotland,Scotland,False
2002,2018,Ireland,3.0,37,Wales,7.0,27,Ireland,Ireland,False
2001,2018,France,10.0,34,Italy,14.0,17,France,France,False
2000,2018,Scotland,7.0,32,France,10.0,26,Scotland,Scotland,False
1999,2018,Ireland,3.0,56,Italy,14.0,19,Ireland,Ireland,False
1998,2018,England,2.0,12,Wales,6.0,6,England,England,False
1996,2018,France,10.0,13,Ireland,3.0,15,France,France,False
1995,2018,Wales,6.0,34,Scotland,7.0,7,Wales,Wales,False
2006,2018,Wales,7.0,38,Italy,14.0,14,Wales,Wales,False
2019,2018,New Zealand,1.0,49,France,8.0,14,New Zealand,New Zealand,False
2018,2018,South Africa,5.0,23,England,6.0,12,South Africa,South Africa,False
2021,2018,Argentina,10.0,15,Scotland,7.0,44,Argentina,Argentina,False
2050,2018,England,4.0,37,Australia,6.0,18,England,England,False
2049,2018,Italy,15.0,3,New Zealand,1.0,66,Italy,Italy,False
2048,2018,Scotland,7.0,14,Argentina,10.0,9,Scotland,Scotland,False
2047,2018,Wales,3.0,20,South Africa,5.0,11,Wales,Wales,False
2046,2018,Italy,14.0,7,Australia,6.0,26,Italy,Italy,False
2045,2018,Scotland,7.0,20,South Africa,5.0,26,Scotland,Scotland,False
2044,2018,Ireland,2.0,16,New Zealand,1.0,9,Ireland,Ireland,False
2043,2018,France,8.0,28,Argentina,9.0,13,France,France,False
2042,2018,Wales,3.0,9,Australia,7.0,6,Wales,Wales,False
2041,2018,France,8.0,26,South Africa,5.0,29,France,France,False
2039,2018,Ireland,2.0,28,Argentina,9.0,17,Ireland,Ireland,False
2038,2018,Wales,3.0,21,Scotland,7.0,10,Wales,Wales,False
2037,2018,Ireland,2.0,54,Italy,14.0,7,Ireland,United States,False
2020,2018,South Africa,6.0,10,England,4.0,25,South Africa,South Africa,False
2036,2018,England,4.0,12,South Africa,5.0,11,England,England,False
2034,2018,South Africa,5.0,30,New Zealand,1.0,32,South Africa,South Africa,False
2033,2018,Argentina,9.0,34,Australia,7.0,45,Argentina,Argentina,False
2032,2018,South Africa,5.0,23,Australia,7.0,12,South Africa,South Africa,False
2031,2018,Argentina,9.0,17,New Zealand,1.0,35,Argentina,Argentina,False
2030,2018,Australia,7.0,19,Argentina,9.0,23,Australia,Australia,False
2029,2018,New Zealand,1.0,34,South Africa,5.0,36,New Zealand,New Zealand,False
2028,2018,New Zealand,1.0,46,Argentina,9.0,24,New Zealand,New Zealand,False
2027,2018,Australia,5.0,23,South Africa,7.0,18,Australia,Australia,False
2026,2018,Argentina,9.0,32,South Africa,7.0,19,Argentina,Argentina,False
2025,2018,New Zealand,1.0,40,Australia,5.0,12,New Zealand,New Zealand,False
2024,2018,Australia,5.0,13,New Zealand,1.0,38,Australia,Australia,False
2023,2018,South Africa,6.0,34,Argentina,10.0,21,South Africa,South Africa,False
2022,2018,Australia,5.0,16,Ireland,2.0,20,Australia,Australia,False
2035,2018,New Zealand,1.0,37,Australia,7.0,20,New Zealand,Japan,False
2040,2018,England,4.0,15,New Zealand,1.0,16,England,England,False
2591,2019,Japan,,3,South Africa,,26,South Africa,Japan,True
2632,2019,England,,19,New Zealand,,7,England,Japan,True
2607,2019,Japan,,38,Samoa,,19,Japan,Japan,True
2605,2019,Australia,,45,Uruguay,,10,Australia,Japan,True
2604,2019,France,,23,Tonga,,21,France,Japan,True
2603,2019,Namibia,,9,New Zealand,,71,New Zealand,Japan,True
2602,2019,Canada,,7,South Africa,,66,South Africa,Japan,True
2601,2019,Fiji,,17,Wales,,29,Wales,Japan,True
2600,2019,Russia,,0,Scotland,,61,Scotland,Japan,True
2599,2019,Argentina,,47,United States of America,,17,Argentina,Japan,True
2598,2019,Australia,,27,Georgia,,8,Australia,Japan,True
2597,2019,Ireland,,47,Samoa,,5,Ireland,Japan,True
2596,2019,Japan,,28,Scotland,,21,Japan,Japan,True
2595,2019,Uruguay,,13,Wales,,35,Wales,Japan,True
2594,2019,Tonga,,31,United States of America,,19,Tonga,Japan,True
2609,2019,Fiji,,45,Georgia,,10,Fiji,Japan,True
2610,2019,Ireland,,35,Russia,,0,Ireland,Japan,True
2611,2019,France,,33,United States of America,,9,France,Japan,True
2612,2019,Canada,,0,New Zealand,,63,New Zealand,Japan,True
2630,2019,Japan,,30,Russia,,10,Japan,Japan,True
2629,2019,New Zealand,,23,South Africa,,13,New Zealand,Japan,True
2627,2019,Australia,,39,Fiji,,21,Australia,Japan,True
2626,2019,England,,35,Tonga,,3,England,Japan,True
2625,2019,Ireland,,27,Scotland,,3,Ireland,Japan,True
2624,2019,Italy,,47,Namibia,,22,Italy,Japan,True
2623,2019,Georgia,,14,Wales,,43,Wales,Japan,True
2621,2019,Fiji,,27,Uruguay,,30,Uruguay,Japan,True
2620,2019,England,,45,United States of America,,7,England,Japan,True
2619,2019,Canada,,7,Italy,,48,Italy,Japan,True
2618,2019,Namibia,,3,South Africa,,57,South Africa,Japan,True
2616,2019,Argentina,,28,Tonga,,12,Argentina,Japan,True
2615,2019,Australia,,25,Wales,,29,Wales,Japan,True
2614,2019,Georgia,,33,Uruguay,,7,Georgia,Japan,True
2613,2019,Samoa,,0,Scotland,,34,Scotland,Japan,True
2622,2019,Russia,,9,Samoa,,34,Samoa,Japan,True
2617,2019,Japan,,19,Ireland,,12,Japan,Japan,True
2056,2019,England,3.0,44,France,10.0,8,England,England,False
2634,2019,England,,12,South Africa,,32,South Africa,Japan,True
2077,2019,South Africa,4.0,24,Argentina,11.0,18,South Africa,South Africa,False
2078,2019,England,3.0,57,Ireland,4.0,15,England,England,False
2079,2019,Scotland,7.0,17,France,8.0,14,Scotland,Scotland,False
2080,2019,France,8.0,47,Italy,13.0,19,France,France,False
2081,2019,Wales,4.0,17,Ireland,2.0,22,Wales,Wales,False
2082,2019,England,3.0,37,Italy,14.0,0,England,England,False
2083,2019,Ireland,1.0,19,Wales,5.0,10,Ireland,Ireland,False
2084,2019,France,7.0,23,Argentina,11.0,21,France,Japan,True
2085,2019,New Zealand,1.0,23,South Africa,5.0,13,New Zealand,Japan,True
2076,2019,New Zealand,2.0,36,Australia,6.0,0,New Zealand,New Zealand,False
2086,2019,Ireland,2.0,27,Scotland,8.0,3,Ireland,Japan,True
2088,2019,South Africa,5.0,49,Italy,12.0,3,South Africa,Japan,True
2089,2019,England,3.0,39,Argentina,10.0,10,England,Japan,True
2090,2019,New Zealand,1.0,46,Ireland,5.0,14,New Zealand,Japan,True
2091,2019,England,2.0,40,Australia,6.0,16,England,Japan,True
2092,2019,Wales,3.0,20,France,7.0,19,Wales,Japan,True
2093,2019,England,1.0,19,New Zealand,3.0,7,England,Japan,True
2094,2019,Wales,4.0,16,South Africa,2.0,19,Wales,Japan,True
2095,2019,New Zealand,2.0,40,Wales,4.0,17,New Zealand,Japan,True
2096,2019,England,3.0,12,South Africa,1.0,32,England,Japan,True
2087,2019,Australia,6.0,25,Wales,2.0,29,Australia,Japan,True
2075,2019,Wales,1.0,13,England,5.0,6,Wales,Wales,False
2633,2019,New Zealand,,40,Wales,,17,New Zealand,Japan,True
2073,2019,England,4.0,33,Wales,2.0,19,England,England,False
2051,2019,France,10.0,19,Wales,4.0,24,France,France,False
2052,2019,Scotland,7.0,33,Italy,15.0,20,Scotland,Scotland,False
2053,2019,Ireland,2.0,20,England,3.0,32,Ireland,Ireland,False
2074,2019,France,7.0,32,Scotland,8.0,3,France,France,False
2055,2019,Scotland,7.0,13,Ireland,2.0,22,Scotland,Scotland,False
2057,2019,France,8.0,27,Scotland,7.0,10,France,France,False
2058,2019,Wales,3.0,21,England,4.0,13,Wales,Wales,False
2059,2019,Italy,15.0,16,Ireland,2.0,26,Italy,Italy,False
2060,2019,England,4.0,57,Italy,14.0,14,England,England,False
2061,2019,Scotland,7.0,11,Wales,3.0,18,Scotland,Scotland,False
2054,2019,Italy,15.0,15,Wales,4.0,26,Italy,Italy,False
2063,2019,Italy,14.0,14,France,8.0,25,Italy,Italy,False
2062,2019,Ireland,2.0,26,France,8.0,14,Ireland,Ireland,False
2072,2019,Argentina,11.0,13,South Africa,5.0,46,Argentina,Argentina,False
2070,2019,Ireland,3.0,29,Italy,13.0,10,Ireland,Ireland,False
2069,2019,New Zealand,1.0,16,South Africa,4.0,16,Draw,New Zealand,False
2071,2019,Australia,6.0,47,New Zealand,1.0,26,Australia,Australia,False
2067,2019,South Africa,5.0,35,Australia,6.0,17,South Africa,South Africa,False
2066,2019,Argentina,10.0,16,New Zealand,1.0,20,Argentina,Argentina,False
2065,2019,England,4.0,38,Scotland,7.0,38,Draw,England,False
2064,2019,Wales,2.0,25,Ireland,3.0,7,Wales,Wales,False
2068,2019,Australia,6.0,16,Argentina,10.0,10,Australia,Australia,False
2120,2020,England,2.0,18,Ireland,5.0,7,England,England,False
2116,2020,Australia,6.0,24,New Zealand,2.0,22,Australia,Australia,False
2117,2020,Ireland,5.0,32,Wales,9.0,9,Ireland,Ireland,False
2118,2020,New Zealand,3.0,15,Argentina,8.0,25,New Zealand,Australia,False
2119,2020,Italy,14.0,17,Scotland,7.0,28,Italy,Italy,False
2121,2020,Australia,6.0,15,Argentina,8.0,15,Draw,Australia,False
2127,2020,Wales,9.0,38,Italy,14.0,18,Wales,Wales,False
2123,2020,Argentina,8.0,0,New Zealand,3.0,38,New Zealand,Australia,False
2124,2020,France,4.0,36,Italy,14.0,5,France,France,False
2125,2020,Wales,9.0,13,England,2.0,24,Wales,Wales,False
2126,2020,Ireland,5.0,31,Scotland,7.0,16,Ireland,Ireland,False
2128,2020,Australia,6.0,16,Argentina,8.0,16,Draw,Australia,False
2129,2020,England,2.0,22,France,4.0,19,England,England,False
2122,2020,Scotland,7.0,15,France,4.0,22,Scotland,Scotland,False
2114,2020,Italy,14.0,5,England,3.0,34,Italy,Italy,False
2115,2020,Australia,6.0,5,New Zealand,2.0,43,Australia,Australia,False
2112,2020,Wales,8.0,10,Scotland,7.0,14,Wales,Wales,False
2113,2020,France,4.0,35,Ireland,5.0,27,France,France,False
2097,2020,Ireland,5.0,19,Scotland,9.0,12,Ireland,Ireland,False
2098,2020,Wales,4.0,42,Italy,12.0,0,Wales,Wales,False
2099,2020,France,6.0,24,England,3.0,17,France,France,False
2100,2020,Scotland,9.0,6,England,3.0,13,Scotland,Scotland,False
2101,2020,Ireland,4.0,24,Wales,5.0,14,Ireland,Ireland,False
2102,2020,France,6.0,35,Italy,13.0,22,France,France,False
2103,2020,Wales,6.0,23,France,5.0,27,Wales,Wales,False
2105,2020,England,3.0,24,Ireland,4.0,12,England,England,False
2106,2020,England,3.0,33,Wales,6.0,30,England,England,False
2107,2020,Scotland,8.0,28,France,5.0,17,Scotland,Scotland,False
2108,2020,New Zealand,2.0,16,Australia,5.0,16,Draw,New Zealand,False
2109,2020,New Zealand,2.0,27,Australia,5.0,7,New Zealand,New Zealand,False
2110,2020,Ireland,4.0,50,Italy,14.0,17,Ireland,Ireland,False
2104,2020,Italy,14.0,0,Scotland,8.0,17,Scotland,Italy,False
2111,2020,France,5.0,38,Wales,7.0,21,France,France,False
2154,2021,Australia,7.0,21,New Zealand,2.0,38,Australia,Australia,False
2145,2021,Australia,5.0,23,France,6.0,21,Australia,Australia,False
2146,2021,Wales,7.0,20,Argentina,9.0,20,Draw,Wales,False
2147,2021,Australia,6.0,26,France,5.0,28,Australia,Australia,False
2148,2021,Australia,6.0,33,France,5.0,30,Australia,Australia,False
2151,2021,New Zealand,2.0,57,Australia,7.0,22,New Zealand,New Zealand,False
2150,2021,New Zealand,2.0,33,Australia,6.0,25,New Zealand,New Zealand,False
2144,2021,France,5.0,23,Scotland,8.0,27,France,France,False
2152,2021,South Africa,1.0,32,Argentina,6.0,12,South Africa,South Africa,False
2153,2021,South Africa,1.0,29,Argentina,7.0,10,South Africa,South Africa,False
2149,2021,Wales,9.0,33,Argentina,7.0,11,Wales,Wales,False
2143,2021,Scotland,9.0,52,Italy,15.0,10,Scotland,Scotland,False
2139,2021,Italy,15.0,7,Wales,5.0,48,Italy,Italy,False
2141,2021,France,3.0,32,Wales,6.0,30,France,France,False
2140,2021,Scotland,9.0,24,Ireland,6.0,27,Scotland,Scotland,False
2138,2021,England,3.0,23,France,4.0,20,England,England,False
2137,2021,Wales,5.0,40,England,4.0,24,Wales,Wales,False
2136,2021,Italy,15.0,10,Ireland,7.0,48,Italy,Italy,False
2135,2021,Ireland,6.0,13,France,4.0,15,Ireland,Ireland,False
2133,2021,Scotland,8.0,24,Wales,7.0,25,Scotland,Scotland,False
2132,2021,Wales,8.0,21,Ireland,5.0,16,Wales,Wales,False
2131,2021,England,3.0,6,Scotland,7.0,11,England,England,False
2130,2021,Italy,14.0,10,France,4.0,50,Italy,Italy,False
2142,2021,Ireland,5.0,32,England,4.0,18,Ireland,Ireland,False
2134,2021,England,3.0,41,Italy,14.0,18,England,England,False
2155,2021,Argentina,7.0,0,New Zealand,2.0,39,New Zealand,Australia,False
2157,2021,Australia,3.0,30,South Africa,2.0,17,Australia,Australia,False
2156,2021,Australia,5.0,28,South Africa,1.0,26,Australia,Australia,False
2175,2021,Ireland,4.0,53,Argentina,9.0,7,Ireland,Ireland,False
2174,2021,France,5.0,40,New Zealand,2.0,25,France,France,False
2173,2021,England,3.0,27,South Africa,1.0,26,England,England,False
2171,2021,Ireland,4.0,29,New Zealand,2.0,20,Ireland,Ireland,False
2170,2021,Scotland,7.0,15,South Africa,1.0,30,Scotland,Scotland,False
2169,2021,England,3.0,32,Australia,5.0,15,England,England,False
2168,2021,Italy,14.0,16,Argentina,8.0,37,Italy,Italy,False
2167,2021,Scotland,7.0,15,Australia,3.0,13,Scotland,Scotland,False
2172,2021,Wales,8.0,29,Australia,6.0,28,Wales,Wales,False
2165,2021,Italy,14.0,9,New Zealand,1.0,47,Italy,Italy,False
2164,2021,France,6.0,29,Argentina,8.0,20,France,France,False
2163,2021,Wales,9.0,16,New Zealand,1.0,54,Wales,Wales,False
2162,2021,Australia,3.0,32,Argentina,8.0,17,Australia,Australia,False
2161,2021,New Zealand,2.0,29,South Africa,1.0,31,New Zealand,Australia,False
2160,2021,Australia,3.0,27,Argentina,8.0,8,Australia,Australia,False
2159,2021,New Zealand,1.0,19,South Africa,2.0,17,New Zealand,Australia,False
2166,2021,Wales,9.0,18,South Africa,2.0,23,Wales,Wales,False
2158,2021,New Zealand,1.0,36,Argentina,7.0,13,New Zealand,Australia,False
2214,2022,South Africa,3.0,38,Argentina,8.0,21,South Africa,South Africa,False
2213,2022,New Zealand,4.0,40,Australia,9.0,14,New Zealand,New Zealand,False
2212,2022,Argentina,8.0,20,South Africa,3.0,36,Argentina,Argentina,False
2211,2022,Australia,9.0,37,New Zealand,4.0,39,Australia,Australia,False
2206,2022,Argentina,9.0,48,Australia,7.0,17,Argentina,Argentina,False
2208,2022,Australia,6.0,25,South Africa,3.0,17,Australia,Australia,False
2207,2022,New Zealand,5.0,18,Argentina,7.0,25,New Zealand,New Zealand,False
2205,2022,South Africa,3.0,23,New Zealand,4.0,35,South Africa,South Africa,False
2215,2022,Scotland,9.0,15,Australia,6.0,16,Scotland,Scotland,False
2210,2022,New Zealand,4.0,53,Argentina,6.0,3,New Zealand,New Zealand,False
2216,2022,Wales,9.0,23,New Zealand,3.0,55,Wales,Wales,False
2225,2022,Ireland,1.0,13,Australia,8.0,10,Ireland,Ireland,False
2218,2022,France,2.0,30,Australia,7.0,29,France,France,False
2219,2022,England,5.0,29,Argentina,6.0,30,England,England,False
2220,2022,France,2.0,30,South Africa,4.0,26,France,France,False
2221,2022,Italy,11.0,28,Australia,8.0,27,Italy,Italy,False
2222,2022,Wales,7.0,20,Argentina,6.0,13,Wales,Wales,False
2223,2022,Scotland,9.0,23,New Zealand,3.0,31,Scotland,Scotland,False
2224,2022,Italy,12.0,21,South Africa,4.0,63,Italy,Italy,False
2204,2022,Argentina,9.0,26,Australia,6.0,41,Argentina,Argentina,False
2226,2022,England,5.0,25,New Zealand,3.0,25,Draw,England,False
2227,2022,England,5.0,13,South Africa,4.0,27,England,England,False
2228,2022,Wales,9.0,34,Australia,6.0,39,Wales,Wales,False
2217,2022,Ireland,1.0,19,South Africa,4.0,16,Ireland,Ireland,False
2203,2022,South Africa,3.0,26,New Zealand,5.0,10,South Africa,South Africa,False
2209,2022,Australia,8.0,8,South Africa,3.0,24,Australia,Australia,False
2201,2022,South Africa,3.0,30,Wales,8.0,14,South Africa,South Africa,False
2202,2022,Argentina,9.0,34,Scotland,7.0,31,Argentina,Argentina,False
2176,2022,Ireland,3.0,29,Wales,8.0,7,Ireland,Ireland,False
2177,2022,Scotland,6.0,20,England,4.0,17,Scotland,Scotland,False
2178,2022,France,5.0,37,Italy,14.0,10,France,France,False
2179,2022,France,4.0,30,Ireland,5.0,24,France,France,False
2180,2022,Wales,8.0,20,Scotland,7.0,17,Wales,Wales,False
2182,2022,Scotland,8.0,17,France,3.0,36,Scotland,Scotland,False
2183,2022,England,4.0,23,Wales,7.0,19,England,England,False
2184,2022,Ireland,5.0,57,Italy,14.0,6,Ireland,Ireland,False
2185,2022,Wales,8.0,9,France,3.0,13,Wales,Wales,False
2186,2022,England,5.0,15,Ireland,4.0,32,England,England,False
2187,2022,Italy,14.0,22,Scotland,7.0,33,Italy,Italy,False
2181,2022,Italy,14.0,0,England,3.0,33,England,Italy,False
2189,2022,Wales,9.0,21,Italy,14.0,22,Wales,Wales,False
2200,2022,New Zealand,4.0,22,Ireland,1.0,32,New Zealand,New Zealand,False
2188,2022,Ireland,4.0,26,Scotland,7.0,5,Ireland,Ireland,False
2199,2022,Australia,6.0,17,England,5.0,21,Australia,Australia,False
2198,2022,Argentina,9.0,6,Scotland,7.0,29,Argentina,Argentina,False
2196,2022,Australia,6.0,17,England,5.0,25,Australia,Australia,False
2195,2022,South Africa,3.0,12,Wales,8.0,13,South Africa,South Africa,False
2197,2022,New Zealand,4.0,12,Ireland,2.0,23,New Zealand,New Zealand,False
2194,2022,Australia,5.0,30,England,6.0,28,Australia,Australia,False
2193,2022,South Africa,1.0,32,Wales,9.0,29,South Africa,South Africa,False
2192,2022,New Zealand,2.0,42,Ireland,4.0,19,New Zealand,New Zealand,False
2191,2022,Argentina,7.0,26,Scotland,8.0,18,Argentina,Argentina,False
2190,2022,France,2.0,25,England,5.0,13,France,France,False
2251,2023,Argentina,7.0,13,South Africa,4.0,24,Argentina,Argentina,False
2248,2023,Australia,8.0,7,New Zealand,2.0,38,Australia,Australia,False
2249,2023,South Africa,4.0,22,Argentina,7.0,21,South Africa,South Africa,False
2250,2023,New Zealand,2.0,23,Australia,8.0,20,New Zealand,New Zealand,False
2247,2023,Australia,8.0,31,Argentina,7.0,34,Australia,Australia,False
2252,2023,Scotland,5.0,25,France,3.0,21,Scotland,Scotland,False
2258,2023,Ireland,1.0,29,England,6.0,10,Ireland,Ireland,False
2254,2023,Ireland,1.0,33,Italy,13.0,17,Ireland,Ireland,False
2255,2023,England,6.0,19,Wales,10.0,17,England,England,False
2256,2023,France,3.0,30,Scotland,5.0,27,France,France,False
2257,2023,Wales,10.0,16,South Africa,3.0,52,Wales,Wales,False
2259,2023,South Africa,2.0,35,New Zealand,4.0,7,South Africa,England,False
2246,2023,New Zealand,3.0,35,South Africa,4.0,20,New Zealand,New Zealand,False
2253,2023,Wales,9.0,20,England,6.0,9,Wales,Wales,False
2245,2023,Argentina,8.0,12,New Zealand,3.0,41,Argentina,Argentina,False
2232,2023,Ireland,1.0,32,France,2.0,19,Ireland,Ireland,False
2243,2023,Ireland,1.0,29,England,6.0,16,Ireland,Ireland,False
2242,2023,France,2.0,41,Wales,9.0,28,France,France,False
2241,2023,Scotland,5.0,26,Italy,14.0,14,Scotland,Scotland,False
2240,2023,Scotland,5.0,7,Ireland,1.0,22,Scotland,Scotland,False
2239,2023,England,6.0,10,France,2.0,53,England,England,False
2238,2023,Italy,14.0,17,Wales,9.0,29,Italy,Italy,False
2237,2023,France,2.0,32,Scotland,5.0,21,France,France,False
2236,2023,Wales,10.0,10,England,6.0,20,Wales,Wales,False
2235,2023,Italy,13.0,20,Ireland,1.0,34,Italy,Italy,False
2234,2023,England,6.0,31,Italy,12.0,14,England,England,False
2233,2023,Scotland,5.0,35,Wales,9.0,7,Scotland,Scotland,False
2231,2023,Italy,12.0,24,France,2.0,29,Italy,Italy,False
2230,2023,England,6.0,23,Scotland,5.0,29,England,England,False
2229,2023,Wales,9.0,10,Ireland,1.0,34,Wales,Wales,False
2244,2023,South Africa,4.0,43,Australia,7.0,12,South Africa,South Africa,False
2260,2023,France,3.0,41,Australia,9.0,17,France,France,False
